,0
3802,"Тувыл ма­тах­кем та̄л ювле хультыс, ам торгамтаслум, ам ма̄нь­та̄гыл ща̄нь ла̄тӈыл ат потыртасум, ат номсахта­сум, ань туп ханищтаӈкве о̄вылтахтасум."
3803,Тыима̄гсыл ты хосыт э̄лаль рӯпитаӈ­кве а̄нумн та̄рвитыӈыг е̄мтыс.
3804,"Ань ам ма̄ньщи пе̄с потрыт, мо̄й­тыт ос са̄в­сыр пе̄с нэ̄па­кыт О̄тырыт урыл хансым ла̄тӈыт ань ханищ­тэ̄гум."
3805,"О̄тырыт урыл мāньщи потрыт, э̄ргыт, ялпыӈ э̄р­гыт о̄ньще̄гыт – ты урыл са̄в­сыр нэ̄пакы­тыт кисха­тэ̄гум."
3806,"Евдокия Ивановна акваг ла̄выглас, пе̄с пот­рыт, мо̄йтыт са̄внув вос ловиньтэ̄гум."
3807,"То̄нт ам ма̄ньлат а̄гииг о̄лсум, тав мӯтра ла̄тӈанэ сака ат хӯнтлысум."
3808,Акв порат «Югория» нампа телевиденият Нина Вынгилева рӯпи­тас.
3809,То̄нт ме̄н Евдокия Ивановна ёт тав пере­да­чанэ сунсуӈкве библио­текан ялантасме̄н.
3810,Та колнакт телевизор о̄лыс.
3811,"Нина сака ёмащакв ма̄ньщи ла̄тӈыл потыр­тас, таве хӯнтлаӈкве сака пӯмащ о̄лыс, тав ла̄тӈанэ ам сака ёмащакв тор­гам­тасанум."
3812,– Наука щирыл рӯпи­тан хо̄тпат ка̄сыӈ та̄л нэ̄пак хансэ̄гыт.
3813,Мо̄лты та̄л сыс наӈ нэ̄пак та̄ра­та­сын?
3814,– Мо̄лты та̄л А̄с-угор­ский институтт рӯпитан нэ̄ Мария Григорьевна Волдина ёт «Сборник олимпиадных заданий по мансийскому языку» нампа нэ̄пак та̄ратасме̄н.
3815,Ань госзадание нэ̄пак щирыл ма̄н рӯпитэ̄в.
3816,Ты нэ̄пак ханищтан ос ма̄нь­лат хо̄тпат ва̄рмаляныл щирыл рӯпитан департа­мент ка̄сыӈ та̄л ма̄навн хансы.
3817,"Манхурип рӯпатал тув хансаве̄в, та рӯпата ма̄н ва̄руӈкве та вуйха­тэ̄в."
3818,Ос ка̄сыӈ та̄л рӯпата щирыл са̄всыр научный журналытын потранув ке̄тэ̄в.
3819,А̄с-угорский институтт рӯпитан ма̄хум ка̄сыӈ та̄л конференцият щё̄­пи­та̄лэ̄гыт.
3820,Ты та̄л ма̄н яныгпо̄ль э̄тпост «Энто­куль­турное про­странство Югры» нампа конферен­ция тах ва̄рыглэ̄в.
3821,"Хансум докладанув ловиньтэ̄в, ва̄рум рӯпа­танув тах потыртэ̄в."
3822,20 та̄л сыс яныг таквс э̄тпос 28 хо̄талэ̄т «Югорские чтения» нампа конфе­ренция ва̄рыглэ̄в.
3823,"Ты та̄л А̄с-угорский институт 30 та̄лэ то̄влын кастыл, тах щё̄питылӯв."
3824,"– О̄ныпын Валентина Селиверстовна, наука щирыл наӈын нё̄ты?"
3825,"– Ам о̄выл щёс таве хунь ка̄саласлум, аты ном­сысум, Валентина Селивер­стовна о̄ныпыг а̄нумн е̄мты."
3826,"Тав ёмас, сымыӈ э̄лум­хо̄лас, акваг а̄нумн нё̄ты."
3827,Тав Санкт-Петербург ӯст А.И. Герцен нампа университетыт студентыт ханищтан хо̄т­паг ань рӯпиты.
3828,Ты та̄л яныгпо̄ль э̄т­пост 71 та̄лэ тах то̄влы.
3829,Ань студентыт пуссын ищхӣ­пыӈ ут хосыт ха­нищтах­тэ̄гыт.
3830,"Вален­тина Селивер­стовна тамле утыл рӯпи­таӈкв о̄с ань ха̄сы, юн о̄лым лекцият ты ут хосыт ловиньты."
3831,"– Светлана Алексеевна, хоты па̄вылт наӈ самын патсын?"
3832,Наӈки рӯтанын урыл ла̄тыӈ ос ла̄вен.
3833,– Ам Хо̄нтаӈ район Болчары па̄вылт самын патсум.
3834,Омагум-а̄тягум тот о̄лэ̄г.
3835,"Омам ма̄ньщи нэ̄, а̄тям – рущ хум."
3836,"А̄тям 9 яга̄ги ос ягпыг о̄ньщи, та̄н пуссын Бол­чары па̄вылт о̄лэ̄гыт."
3837,Туп акв а̄пщитэ Сургут­ский район Сытомино па̄вылт о̄лы.
3838,Ам сака са̄в рӯт ма̄хум о̄ньще̄гум.
3839,Омам туп акв э̄щ о̄ньщи.
3840,Тэ̄н о̄парищ на­ме̄н Тандалова.
3841,Ам ане̄к­вам наме Александра Григорьевна Тандалова о̄лыс.
3842,Тав 30 арыгкем та̄л ювле хультум порат а̄ти­мыг е̄мтыс.
3843,Ане̄квам Юмас па̄вылт самын патыс.
3844,Нё­ло­лов та̄л яныт порат са­валап ня̄врамыг хультыс ос Кама па̄вылн ке̄твес.
3845,"Ане̄к­вам потырта̄лыс, тав омаге-а̄тяге ёмащакв о̄л­сы̄г, тыима̄гсыл кол­хозыт ва̄­рим порат лу­ва­нэ̄н-ми­са­нэ̄н хот-няртум­та­ве̄­сыт, сутыта­весы̄г ос хот­таль тотвесы̄г."
3846,То̄нт ане̄к­вам такке̄т та хуль­тыс.
3847,"Мо̄т рӯт о̄ньщас ман а̄ти, ань аты ва̄глӯв."
3848,"Ам омам наме Татьяна Анатольевна Ганина, а̄тям – Алексей Александро­вич Ганин."
3849,"Омам Ханты-Мансийск ӯст ле̄ккарыг ханищтахтас, ты юи-па̄лт Болчары па̄вылн рӯпитаӈ­кве ке̄твес."
3850,"Тот тэ̄н а̄тям ёт хо̄нт­хатсы̄г, акван-ми­насы̄г."
3851,А̄тям пенсия мус колхозт хӯл алыщлым ос кол ӯнт­тым рӯпитас.
3852,"Ам акв каӈк, кит э̄щ о̄нь­ще̄гум."
3853,Каӈкум Болчары па̄вылт колта̄глэ ёт о̄лы.
3854,Э̄щагум Ханты-Мансийск ӯст ще̄мьяӈ та̄гыл о̄лэ̄г.
3855,"Ам Светлана Алексе­евна потре ма̄гсыл пӯма­щипа ла̄тыӈ ке̄тэ̄гум, ос наука хо̄тал кастыл яныт­лылум."
3856,"Пус ка̄т, пус ла̄гыл таве̄н ла̄ве̄гум."
3857,Людмила ТЕТКИНА
3858,Ре̄тыӈ ю̄свой э̄тпос 8 хо̄талэ̄т Ханты-Мансийск ӯст «Югра» нампа ля̄ххал тотнэ колн Москва ӯст о̄лнэ нэ̄ Анна Коряковцева ёхталас.
3859,Тав хӯрум та̄л сыс Россия янытыл яласы ос сосса мирыт урыл кина по̄слы.
3860,По̄слум кинанэ «Куль­тура» нампа телеканалт суссылтавет.
3861,Пӯмащ рӯ­пататэ тав «Земля людей» нампа проект хосыт ва̄­ритэ.
3862,Нила кинанэ Алтай ма̄т о̄лнэ мощщаг хультум сосса ма̄хум урыл о̄лсыт.
3863,Юи-о̄выл рӯпататэ юкаги­рыт урыл ты э̄тпос 6 хо̄­талыт «Культура» нампа телеканалыт суссылтавес.
3864,Ань Анна Коряковцева такви хо̄тпанэ ёт ма̄ньщи ос ханты ма̄хум урыл кина по̄слы.
3865,Ма̄н округувн та̄н ре̄тыӈ ю̄свой э̄тпос о̄выл хо̄талэ̄т ёхтысыт ос та̄ра Сургутский районын хантыт палт минасыт.
3866,"Та ма̄т о̄лнэ сосса ще̄мь­ят урыл Анна ла̄выс:
– Ма̄н са̄т хо̄тал тот рӯ­питасӯв."
3867,"Хантыт пе̄с йис ма̄т о̄лэ̄гыт, пуссын ща̄нь ла̄тӈыл ёмащакв потыр­тэ̄гыт."
3868,О̄лупсаныл урыл кина по̄слуӈкве а̄нумн сака пӯмащ о̄лыс.
3869,Ань Саран­па̄вылн минуӈкве щё̄пи­тахтэ̄в.
3870,"Та ма̄т ма̄ньщи ма̄хум хумус о̄лэ̄гыт, та урыл кина тах ва̄ре̄в."
3871,Ма̄ньщит о̄лнэ ма̄т ос са̄т хо̄тал рӯ­пи­таӈ­кве патэ̄в.
3872,"Ха̄льӯс мус товлыӈха̄пыл тылам­лэ̄в, э̄лаль ма̄шинал минэ̄в."
3873,Ювле Москва ӯсн ре̄тыӈ ю̄свой э̄тпос 20 хо̄талэ̄т тах тыламлэ̄в».
3874,"Хантыт палт хумус  ялсыт, ты урыл Анна таи по­тыртас:
– Кина по̄слым Россия янытыл са̄в яласэ̄в, тувыл таса̄вит я̄ӈк тӯйт нэ̄мхо̄т ат ва̄щиньтасум."
3875,"Пе̄с йис ма̄т о̄лнэ ханты ще̄мья ёт хунь рӯпитасӯв, то̄нт «Культура» нампа телеканалт юкагирыт урыл кинав суссылтавес."
3876,Та̄н та̄ра кинав сунсуӈ­кве пуссын ӯнтсыт.
3877,"Ты юи-па̄лт ла̄всыт, ёмас, пӯмащ кина по̄слэ̄в."
3878,"Ханты ма̄хум пуссын телефон о̄ньще̄­гыт, телевизор сунсэ̄гыт, кола­нылт на̄йпос тэ̄г."
3879,"Тэ̄нут ке̄ркӯрт па̄й­тэ̄­гыт, ня̄нь о̄с кӯрт ва̄ре̄гыт."
3880,"Ма̄н са̄лы нё̄влил, пилыӈ ня̄нил, ва̄с нё̄влил ос са̄в мо̄т атыӈ тэ̄нутыл тыт­ту­весӯв."
3881,Тамле тэ̄нут ам щар ат тэ̄­щиньтасум.
3882,"Юн туп та̄н ща̄нь ла̄тӈыл потыртэ̄гыт, то̄ват рущ ла̄тыӈ щар ат ва̄ганыл."
3883,"Ня̄враманыл яныг ӯсн минуӈке ат воратэ̄гыт, оманыл-а̄тяныл хольт во̄­рае̄гыт, хӯл алыщлэ̄гыт, са̄лыяныл ӯре̄гыт."
3884,"Ам ты ва̄рмаль урыл ань акваг номсахтэ̄гум, хантыт, улпыл, та̄нки о̄лнэ ма̄наныл сака э̄руптэ̄гыт, таима̄гсыл пе̄с щирыл э̄лаль о̄лэ̄гыт."
3885,Ма̄ньщи ос ханты ма̄хум урыл кинаныл тӯя порат «Культура» нампа телеканалт тах суссылтавет.
3886,"Анна Коряковцева ма̄н округувт о̄лнэ ля̄ххал тотнэ ма̄хумн пищма ке̄туӈкве ла̄вхатас, Югра ма̄т о̄лнэ мир урыл по̄с­лум ки­нанэ вос сунсыянув."
3887,Людмила ТЕТКИНА
3888,Ма̄н округувт 2019 та̄лт «региональный перечень профессий» нампа нэ̄пак пирмайтавес.
3889,Нэ̄пакн 97 са̄всыр профессият хансым о̄лэ̄гыт.
