|target|source
291|Тāн ань матахкем мāнь хӯлквет ōньсыт. Ӣсус ты хӯлквет мāгыс Тōрумн ōс пӯмасипа лāвыс. Ты хӯлквет ōс мāхумн уртвēсыт.|Было у них и немного рыбок: благословив, Он велел раздать и их.
292|Пуссын пōйтнэ̄г тэ̄сыт. Та коны-пāл сāт корсинкат арыгтам тэ̄нут хультыс!|И ели, и насытились; и набрали оставшихся кусков семь корзин.
293|Аквъёт нилахкем сōтыра э̄лумхōлас тэ̄сыт. Ӣсусн мāхум лāкква-тартвēсыт.|Евших же было около четырех тысяч. И отпустил их.
294|Такви хāпн тāлыс ос ханисьтахтын хумиянэ ёт Далманута мāн минмыгтас.|И тотчас войдя в лодку с учениками Своими, прибыл в пределы Далмануфские.
295|Фарисейт Ӣсус пāлт ёхтысыт. Тāн Тав ётэ ворасьлаӈкве патсыт. Тāн Тавēныл тōрум пōс вовыглалсыт. Таве арталасаныл.|Вышли фарисеи, начали с Ним спорить и требовали от Него знамения с неба, искушая Его.
296|Ӣсус тыстувъялыс, лāвыс:— Манрыг ты мāхум пōс кинсэ̄гыт? Ам нāнан мак лāвегум: ты мāхумн нэ̄матыр пōс ат мыг.|И Он, глубоко вздохнув, сказал: для чего род сей требует знамения? Истинно говорю вам, не дастся роду сему знамение.
297|Тав тāнаныл оссувласанэ, хāпн тāлыс, ся̄рысь та-пāлн унсыс.|И, оставив их, опять вошел в лодку и отправился на ту сторону.
298|Ханисьтахтын хумиянэ ня̄нь виӈкве хот-ёрувламаныл. Хāпт тӯп акв ня̄нь ōньсыт.|При сем ученики Его забыли взять хлебов и кроме одного хлеба не имели с собою в лодке.
299|Мины-манылт Ӣсус тāнанылн кантыӈысь лāвыс:— Сунсэ̄н! Фарисейт ос Ирод-хōн ня̄ньсум витныл пилым ōлэ̄н!|А Он заповедал им, говоря: смотрите, берегитесь закваски фарисейской и закваски Иродовой.
300|Ханисьтахтын хумиянэ халанылт китыглахтасыт:— Мāн ань ня̄нь ат ōньсēв? Таимāгыс Тав ань ня̄ньсум вит урыл потырты?|И, рассуждая между собою, говорили: [это значит], что хлебов нет у нас.
301|Ӣсус вāстэ, мāныр урыл тāн потрамасыт. Тав лāвыс:— Нāн ня̄нь ат ōньснэ̄н урыл манрыг потыртэ̄гы̄н? Нāн сōль мāн ат кāсаласлы̄н-а? Ат торгамтаслы̄н-а? Нāн сыманы̄н сōль ман āхвтас хурипаг ōлэ̄гыт?|Иисус, уразумев, говорит им: что рассуждаете о том, что нет у вас хлебов? Еще ли не понимаете и не разумеете? Еще ли окаменено у вас сердце?
302|Нāн сам ōньсегы̄н-кос, ат кāсалэгы̄н? Паль ōньсегы̄н-кос, ат хулэгы̄н? Сōль ман ат номылы̄н-а?|Имея очи, не видите? имея уши, не слышите? и не помните?
303|Ам та ат ня̄нь ат сōтыра хōтпан хунь уртсанум, арыгтам ня̄нь мансāвит корсинкат хультыс?— Китхуйплув корсинкат, — ханисьтахтын хумиянэ лāвсыт.|Когда Я пять хлебов преломил для пяти тысяч [человек], сколько полных коробов набрали вы кусков? Говорят Ему: двенадцать.
304|— Ос Ам та сāт ня̄нь нила сōтыра хōтпан хунь уртсанум, мансāвит корсинкат ня̄нь хультыс?— Сāт, — тāн лāвсыт.|А когда семь для четырех тысяч, сколько корзин набрали вы оставшихся кусков. Сказали: семь.
305|Ӣсус китыглас:— Нāн ман сōль ат торгамтылы̄н-а?|И сказал им: как же не разумеете?
306|Ӣсус ханисьтахтын хумиянэ ёт Вифсаида пāвылн ёхтыс. Тот Ӣсус пāлт сампыльтāл хум тот тотвес. Та хум Таве кāтыл карссатаптыглаӈкве пойкысаныл|Приходит в Вифсаиду; и приводят к Нему слепого и просят, чтобы прикоснулся к нему.
